,Title,Content
116,At odds with the Multi Dimensional Poverty Index story?,"'Facts are stubborn things, but statistics are pliable,' Mark Twain had said at one point.  and 's recently released  Index (): A Progress Review 2023 reminds us how numbers could be pliable for purpose.Amartya Sen offered a new perspective on well-being in his 1987 book, Commodities and Capabilities. Sceptical of real income comparisons, he argued that well-being is a much broader concept and so must focus on capabilities and functionings. While capabilities are abilities to do this or that in a free and fair environment, functionings reflect achievements. The ability to live a healthy and rewarding life is not necessarily related to affluence.An affluent person may be obese and, thus, vulnerable to, say, cardiovascular diseases. Functionings are achievements such as being healthy, closely related to a nourishing diet and a physically demanding lifestyle. However, Sen has avoided aggregation of capabilities into an overall well-being index as he believes each capability is important. Unfortunately, UNDP seized this concept and developed it into an overall Human Development Index (HDI) with uniform weights.MPI 2023, also rooted in Sen's capability idea, considers three components and their sub-indices: health, education and standard of living. Sub-indices of health include nutrition, and child and adult mortality; education comprises years of schooling and school attendance; standard of living includes sanitation, housing and electricity use. These are aggregated into MPI using equal weights. This aggregation goes against considering each capability being important and there being no case for aggregation. Uniform weighting is arbitrary and has no foundation in ethics.MPI estimates show a near-halving of India's national MPI value and a decline from 24.85% to 14.96% between 2015-16 and 2019-21. This reduction of 9.89 percentage points implies that about 135.5 million persons have exited poverty between 2015-16 and 2019-21. Besides, the intensity of poverty, which measures the average deprivation among the people living in multidimensional poverty, reduced from 47.14% to 44.39%.These findings elicit scepticism for three reasons: NFHS rounds 4 and 5 are hardly suitable for such a wide-ranging study unless combined with the NSS rounds of household consumption expenditure survey. The NSS 75th round of household consumption expenditure survey was scrapped since leaked data indicated a sharp rise in poverty. The suspension of the demographer in charge of NFHS 5 over findings that contradicted GoI's claims of success in eliminating open defecation does not elicit confidence. GDP growth has declined: 8% in 2015-16, 3.78% in 2019-20 and -6.60% in 2020-21, as also per-capita income. Covid-19 destroyed livelihoods and took lives. With a likely decline in public expenditure that finances expansion and maintenance of schooling, medical services and sanitation, the extraordinary reduction in MPI is suspect.Our econometric analysis offers corroborative evidence. MPI and per-capita income have a strong negative correlation. So, if income decelerated as much as it did, MPI would rise. A 1% reduction in per-capita income is associated with an increase of 0.94 in MPI. The Piketty index of income inequality has a positive association with MPI. So, if this index rose by 1%, MPI rose by 0.22%.Finally, a 1% increase in the number of states ruled by BJP and its allies is associated with a rise of 0.09% in MPI. This is unsurprising since NDA's policies have been far from inclusive, and the social safety nets have weakened.( Originally published on Aug 05, 2023 )(Disclaimer: The opinions expressed in this column are that of the writer. The facts and opinions expressed here do not reflect the views of .)"
117,Orissa High Court says surrogate mothers also entitled to maternity leave,"In a landmark ruling, the Orissa High Court directed the state  to grant  to a surrogate mother, saying that leave privileges shouldn't depend on how a person became a mother. A single-judge bench ruled in favour of a  (OFS) officer, granting her 180 days maternity leave after she became a parent through . ""Maternity leave should be granted to employees who become mothers through surrogacy to ensure treatment and support for all new mothers, irrespective of how they become parents,"" Justice S K Panigrahi ruled.  Supriya Jena filed a petition in 2020 after the Odisha government denied her maternity leave, with the court finally ruling in her favour on June 25, telling the state government that if maternity leave is applicable to an adoptive mother it should be applicable to a surrogate one. ""Additionally, the initial period after the birth of a child is crucial for the mother's involvement in caregiving and nurturing, which is pivotal for the child's development. Accordingly, the right to life under Article 21 of the Constitution includes the right to motherhood and also, the right of every child to full development,""  said.The bench, in its ruling, also directed the state government to incorporate these aspects in the relevant rules to treat mothers equally. ""It is directed to the concerned department of the state to incorporate this aspect in the relevant provisions of the rules to treat a child born out of surrogacy in the similar manner as a child born out of the natural process and provide the commissioning mother with all the benefits provided thereto,"" the judge said. Justice Panigrahi pointed out that providing maternity leave to surrogate mothers ensures they have the necessary time to create a stable and loving environment for their children.""Additionally, international conventions to which India is a signatory, such as the Convention on the Elimination of All Forms of  Against Women, mandate  and non-discrimination in matters related to employment and maternity,"" he added."
118,"India must embrace a hybrid model that aligns research with industry needs, and avoid the US path"," recently launched the  (ANRF), marking a pivotal shift in India's research landscape. With a budget of ₹50k cr over five years, the initiative aims to transform India's  by aligning academic research with industry needs, driving practical, solution-oriented innovation. The PM emphasised that India must focus on local solutions to global challenges, signalling a move toward directed , rather than purely speculative work.This is an exciting and visionary initiative. However, to succeed, India must avoid the pitfalls of the US research system, which, despite vast investments in basic research, is often disconnected from real-world applications. The US spends over $130 bn annually on academic research. Yet, much of it remains locked in the 'Valley of Death', where promising research never transitions into marketable solutions. As former dean of engineering at Duke University, Tom Katsouleas had told me, based on his work with the US National Academy of Engineering, 'Only about 1% of university patents are ever commercialised.'The American research ecosystem is heavily focused on 'publish or perish' - a culture where academic researchers are incentivised to produce numerous publications to secure tenure and funding. This has created a glut of research papers, many of which lack practical value or impact. Most of this research is disconnected from industry and real-world problems, advancing academic careers, but offering little societal benefit. While programmes like Darpa (Defense Advanced Research Projects Agency) have had some notable successes, such as the internet, the majority of US basic research remains trapped in academic journals.India cannot afford to replicate these inefficiencies. Instead, it must leverage its ability to blend basic research with practical applications - ensuring that innovations align with market and societal needs from the start - something it has already demonstrated it can do successfully as it did with its $254 bn IT industry. Companies like ,  and  didn't invent microchips or operating systems. But they built global empires by applying and integrating these technologies to solve real-world problems. This model - leveraging what already exists - is efficient, profitable and scalable.One of the best examples of successful industry-academic collaboration in the world is at , led by V Kamakoti, with Mohanasankar Sivaprakasam and Jayaraj Joseph leading the Healthcare Technology Innovation Centre (HTIC). Instead of wasting time and money chasing scientific rainbows or reinventing the wheel, they partner with industry to adapt and apply cutting-edge technologies, producing affordable, scalable healthcare solutions tailored to India's needs.HTIC has already developed transformative healthcare technologies, such as mobile surgical units that deliver cataract surgeries to rural areas, and diagnostic devices that enable early detection of eye diseases. The Sudha Gopalakrishnan Brain Centre, recently showcased by Nvidia, is pushing the boundaries of neuro-imaging and AI diagnostics, processing entire human brains into hi-res images at a scale that surpasses even the most advanced labs in the West. In addition to advancing brain health, it will provide new insights into how the brain functions, potentially leading to breakthroughs in cognitive science, machine-learning, and even the development of brain-computer interfaces.When I visited IIT Madras earlier this year, I was blown away by the talent, world-class facilities, and their ability to connect with top scientists across India. I was so impressed that I decided to outsource the development of breakthrough technologies for my company, , to them. Frankly, I told my friends and VCs in Silicon Valley where I live, that IIT Madras puts MIT, Duke, Stanford - and the Valley itself - to shame in terms of intellectual capacity, scale, ambition and readiness to collaborate.I've been more than amazed by the progress IIT Madras has already made in building technologies that could never be built in the West. The last company that tried to develop what we're doing was Theranos, which burned through $1.4 bn on medical diagnostics that are nowhere near the advanced solutions IIT has already created - at a tiny fraction of the cost.The World Bank, IMF and Western academics constantly preach to India that it must increase its investment in basic research. They point to India's R&D expenditure, currently just 0.7% of GDP, in stark contrast with countries such as the US and China, whose R&D investments respectively exceed 2% and 3% of GDP. Yes, India must do more research. But it must focus on the future rather than the past - as Westerners advocate and do themselves.We are living in an era of exponential technologies - AI, robotics, sensors, synthetic biology, nanotech - that are converging to create trillion-dollar industries at an unprecedented pace. The foundational research required for these advancements has already been done. India's real challenge and opportunity lie in identifying the convergence of these technologies and driving innovation through practical applications. Vionix's partnership with IIT Madras - leveraging advanced AI, sensors and plasma technology to revolutionise medical diagnostics - demonstrates what can be achieved when India plays to its strengths.Academics are usually trapped in silos and too focused on narrow, specialised fields. Silicon Valley is equally guilty - isolated in its bubble, throwing billions at redundant, incremental technologies with little real-world impact. If India focuses its research investments on convergence and implementation, it won't just follow existing paths, it will also set the global standard for the next wave of innovation.(Disclaimer: The opinions expressed in this column are that of the writer. The facts and opinions expressed here do not reflect the views of .)"
119,"Americans give the economy poor marks, say under Biden-Harris it has been very bad",
120,"Quad is here to stay, says Prime Minister Modi, calls it 'significant for humanity amid tensions'","Prime Minister Narendra Modi, who is in the United States for a meeting of  leaders, on Sunday said that the four-nation group was 'here to stay' amid global tensions and challenges. The Quad consists of the US, India,  and , with the countries' respective leaders being hosted by  in Wilmington, Delware for a meeting. ""Free, open, inclusive and prosperous  is our priority,"" Modi said in his opening remarks at the summit. In attendance also were Australian Prime Minister Anthony Albanese and outgoing Japanese Prime Minister Fumio Kishida. ""We are not against anyone. We all support a rules-based international order, respect for sovereignty, territorial integrity, and peaceful resolution of all issues,"" Modi said, in what seems to be a veiled reference to India's Asian neighbour, China, which is engaged in territorial disputes in both the South  Sea and the East China Sea.  China claims sovereignty over all of the South China Sea, while Vietnam, Malaysia, the Philippines, Brunei and Taiwan have counterclaims.  ""Our message is clear - Quad is here to stay, to assist, to partner and to complement,"" Modi said, adding that ""working together of Quad with its democratic values is significant for the entire human race,"" at a time of tensions and challenges. ""Quad - a force for global good! PM @narendramodi participated in the Quad Leaders' Summit along with President @JoeBiden of USA @POTUS, PM @kishida230 of Japan and PM @AlboMP of Australia today,"" the  said in a post on X. ""PM reaffirmed India's commitment to the Quad cooperation for a free and open Indo-Pacific. Quad will continue to assist the region's development priorities and accelerate the implementation of the ,"" it added. During the summit, Modi recalled the first Quad Summit held in 2021 under Biden's leadership and said, ""In such a short time we have expanded our cooperation unprecedentedly in every direction."" ""I thank you for your steadfast commitment, your leadership, and your contributions to the Quad,"" he said.  This was a farewell summit for President Biden, who nears the end of his term in office, and for Japan's Kishida, who has stepped down from his post and will not contest for re-election.  Modi said he will be happy to host the Quad Summit in 2025.  The Quad Leaders' Summit this year was earlier supposed to be held in India, but US President Joe Biden was keen to hold the event in his hometown. The four-member Quad, or the Quadrilateral Security Dialogue, advocates upholding a free, open, and inclusive Indo-Pacific. China claims that the grouping aims to contain its rise."
121,Over 1.2 cr families coming out of poverty due to Congress govt's guarantee schemes: Karnataka Guv,
122,Navigating the waves: Emerging themes in the Indian stock market,"The  is a dynamic and ever-evolving landscape, mirroring the broader economic shifts within the country and the global economic environment. As India continues its journey toward becoming an economic powerhouse, new themes are emerging in the stock market, presenting compelling opportunities for . These themes are shaped by a combination of technological advancements,  policies, changing consumer behavior, and global trends. This article explores some of the emerging themes in the Indian stock market.In recent years, digital transformation has become central to business strategies across various sectors in India. The rise of digital payment platforms, e-commerce, and fintech has been particularly noteworthy. These sectors are leveraging  not only to enhance consumer experiences but also to drive financial inclusion on an unprecedented scale. The government's push towards a cashless , combined with increasing internet penetration and smartphone usage, has created fertile ground for growth in these areas.Moreover, the digital revolution is not confined to consumer-facing industries. Enterprise technology solutions, including cloud computing, artificial intelligence, and data analytics, are also transforming how businesses operate. Sustainability has emerged as a critical theme in the global investment landscape, and India is no exception. The Indian government’s commitment to achieving net-zero carbon emissions by 2070 has spurred a wave of investments in green energy. Renewable energy sources, such as solar, wind, and hydroelectric power, are receiving significant attention from both policymakers and investors.The push towards sustainability is also driving innovation in energy storage solutions, electric vehicles (EVs), and clean technologies. Battery technology, a key component of the EV ecosystem, is another area where investors are keenly watching for breakthroughs.Additionally, there is a growing trend towards environmental, social, and governance (ESG) investing. Investors are increasingly considering the long-term environmental and social impact of their investments. COVID-19 pandemic underscored healthcare sector’s importance like never before. In response to the challenges posed by the pandemic, there has been a surge in innovation within the healthcare and biotechnology sectors. This has opened up new investment opportunities in areas such as pharmaceuticals, diagnostics, medical devices, and telemedicine.Biotechnology, in particular, is emerging as a significant theme. Investors are now increasingly focusing on companies involved in research and development of new drugs and therapies.The Indian consumer landscape is undergoing a significant transformation, driven by rising incomes, urbanization, and changing lifestyles. One of the prominent trends is shift towards premiumization, where consumers are increasingly opting for higher-quality, branded products and services over budget alternatives.This trend is evident across various sectors, including consumer goods, automobiles, real estate, and financial services. The government’s focus on building world-class infrastructure, including roads, railways, airports, and smart cities, is creating significant opportunities in the construction, engineering, and real estate sectors.The real estate sector, which had been facing challenges due to regulatory changes and liquidity issues, is now showing signs of revival. The implementation of reforms such as the Real Estate (Regulation and Development) Act and the introduction of affordable housing schemes have provided a much-needed boost to the sector. Urbanization and the development of smart cities are other themes that are likely to drive growth in the real estate and infrastructure sectors. The global supply chain disruptions caused by the pandemic have prompted companies worldwide to reconsider their manufacturing and sourcing strategies. The Indian government’s “Make in India” initiative, coupled with the Production-Linked Incentive schemes, is positioning the country as an attractive destination for manufacturing.Sectors such as electronics, pharmaceuticals, and textiles may benefit from this shift. In addition, the focus on domestic manufacturing is expected to boost ancillary industries such as logistics, warehousing, and industrial automation. The Indian  is on the brink of significant transformation, driven by a range of emerging themes that reflect broader economic, technological, and societal shifts. For investors, staying attuned to these trends and identifying the right opportunities will be key to navigating the complexities of the market and achieving long-term success.(The author is Co-CIO Equity, LIC Mutual Fund)(Disclaimer: The opinions expressed in this column are that of the writer. The facts and opinions expressed here do not reflect the views of .)"
123,PNB Housing Finance shares rally 11% after strong Q2 results," shares rallied 11% to Rs 1,035 in Friday's trade on BSE after the company reported a 23% year-on-year (YoY) rise in  for the second quarter of FY25, reaching Rs 470 crore.The improvement in  was attributed to better asset quality, with the gross non-performing assets (GNPA) ratio declining to 1.24%, down from 1.78% a year ago and 1.35% in the previous quarter.The housing finance company’s  (NII) showed modest growth, up 1.2% YoY to Rs 669 crore. On a quarterly basis, NII rose 2.7%, although the net interest margin (NIM) slipped to 3.68% from 3.95% in the year-ago period, suggesting some margin pressure.The housing financier’s net interest margin (NIM) for the September quarter stood at 3.68%, reflecting a slight improvement from 3.65% in the previous quarter. However, it remains lower than the 3.95% recorded in the same period last year.Total income for the quarter increased 5.7% to Rs 1,869 crore, compared to Rs 1,768 crore in the same period last year.Following the , brokerage firm Motilal Oswal maintained its 'Buy' rating with a target price of Rs 1,235.""PNBHF’s execution in 1HFY25 has been in line with its guided playbook, and we believe that it will continue to move forward with strength to deliver on its articulated guidance on loan growth, asset quality, credit costs, and improvement in NIM,"" Motilal said.""The stock trades at 1.3x FY26E P/BV, and the risk-reward is favorable for a rerating in the valuation multiple as investors gain higher confidence in the company’s sustained execution in retail (across prime, emerging, and affordable segments),"" it added.At 10:05 am, the scrip was trading 3.3% higher at Rs 964 on BSE. Its shares have surged 22% in 2024 to date and 169% over the past two years, with the company currently holding a  of Rs 25,028 crore.(: Recommendations, suggestions, views and opinions given by the experts are their own. These do not represent the views of the Economic Times)"
124,"IMF retains India's GDP growth at 7 pc for FY25, says worldwide inflation fight is largely over but warns of new threats",
125,"CITI, ILO launch project to promote FPRW in India's cotton sector",
126,,
127,Industrial production contracts for first time in nearly 2 years,"’s  contracted 0.1% in August, the first time it shrank in 22 months, pulled down by an unfavourable base and a drop in mining and , official data released Friday showed. The Index of  had risen 4.7% in July and 10.9% in August 2023. For the first five months of the current financial year, industrial growth was 4.2% compared with 6.2% in the corresponding period last year. The contraction came on the back of a decline in the eight core industries of 1.8% in August, according to data released last month. The eight industries have a weight of 40.27% in . Manufacturing activity, according to the HSBC Purchase Managers’ Index, stood at a three-month low of 57.5 in August.Economists largely attributed the decline in August to the big jump in the year-earlier period. “The slowdown was on account of an unfavourable base,” said Rajni Sinha, chief economist, CareEdge. Sinha said heavy rain in August may have led to the slowdown in mining, which recorded a decline of 4.3%. Electricity output fell 3.7%.Economists expect a pick-up in activity on the back of a normal monsoon and the onset of the festive season. “The impact of a healthy monsoon on rural demand is expected to kick in the second half of this fiscal, which would support consumption,” said DK Joshi, chief economist, Crisil. Domestic demand is expected to rise in the early part of the festive season, Sinha said. A broad-based improvement in consumption and private capital expenditure is crucial for driving industrial activity.  slowed to 1%, the lowest in nearly two years.Ind-Ra sees IIP returning to positive territory. High-frequency indicators suggest a pickup in industrial activity, Paras Jasrai of Ind-Ra said in a note.Although the manufacturing growth was down to a 22-month low, it came on a high base,” he said. “The growth of e-way bill and coal production improved to 18.5% year on year and 2.5% YoY in September 2024, respectively (August 2024: 12.9% YoY, negative 7.5% YoY),” he said, adding that the contraction in other indicators such as electricity demand and petroleum consumption has also reduced in the same period.Ind-Ra expects IIP growth of 3% in September from the year before. Eleven of the 23 IIP sectors, such as pharmaceuticals, paper, food and beverages, witnessed a decline. Growth in capital and infrastructure/construction goods declined to a nine-month low of 0.7% and 1.9%, respectively, in August, on an unfavourable base. Intermediate goods sector growth stood at 3.0% year on year in the same period.The high base effect dragged down primary and consumer non-durable goods by 2.6% and 4.5%, respectively. Ind-Ra noted that a sustained decline in consumer non-durables indicated that the stress in rural demand hadn’t bottomed out yet. A steady growth in consumer durables was a positive for consumption demand. Consumer durable goods recorded the highest growth among use-based segments at 5.2% in August."
128,"UCC, 'One Nation, One Election' to be implemented in next term: Amit Shah",
129,"RBI MPC meeting: India's real GDP growth for FY25 retained at 7.2%, Governor Das says","The Reserve Bank of India's rate-setting panel continues to expect to expect the Indian economy to grow at 7.2 per cent in FY25.Q2FY25 GDP growth target was reduced to 7% from 7.2%, while Q3 was increased to 7.4% from 7.3%, Q4 raised to 7.4% from 7.2% and Q1FY26 revised upwards to 7.3% from 7.2% ""India’s growth story remains intact as its fundamental drivers – consumption and investment demand – are gaining momentum. Prospects of private consumption, the mainstay of aggregate demand, look bright on the back of improved agricultural outlook and rural demand. Sustained buoyancy in services would also support urban demand,"" Das said while announcing MPC's decision to leave the benchmark rates unchanged at 6.5 per cent yet again.Government expenditure of the centre and the states is expected to pick up pace in line with the Budget Estimates, RBI Guv said. Investment activity would benefit from consumer and business optimism, government’s continued thrust on capex and healthy balance sheets of banks and corporates, he added. The MPC during its August 2024 meeting had forecast India's GDP to grow at 7.2 per cent in FY25.India’s economy grew 8.2% in FY24, continuing to be the fastest-growing major economy in the world. However, its growth slowed to a five-quarter low of 6.7% in the April-June period of FY25 from a year earlier, as agriculture and trade-related services output eased.However, the Economic Survey, released in July 2024 ahead of the full Union Budget announcement forecast a lot more conservative growth rate of 6.5-7 per cent for the ongoing financial year on the back of global uncertainties and various domestic challenges. Brokerage major Nomura, in September, forecast India’s GDP growth to soften to 6.7% in FY25.Catch-up in government spending and rural demand are positives, but softness in consumer discretionary demand, industrial demand and external demand are negatives, it said in a report.Meanwhile, the World Bank last month raised the growth forecast for the Indian economy for FY25 to 7% from 6.6% projected earlier, led by a recovery in the agricultural sector, private consumption and rural demand. Moody's too has upgraded its economic growth forecast for India to 7.2% in 2024 and 6.6% in 2025, from earlier estimates of 6.8% and 6.4%, respectively, driven by broad-based growth.GDP is the final value of the goods and services produced within the geographic boundaries of a country during a specified period of time, normally a year. GDP growth rate is an important indicator of the economic performance of a country.It can be measured by three methods, namely:This measures the monetary or market value of all the goods and services produced within the borders of the country. In order to avoid a distorted measure of GDP due to price level changes, GDP at constant prices o real GDP is computed. GDP (as per output method) = Real GDP (GDP at constant prices) – Taxes + Subsidies.This measures the total expenditure incurred by all entities on goods and services within the domestic boundaries of a country. GDP (as per expenditure method) = C + I + G + (X-IM) C: Consumption expenditure, I: Investment expenditure, G: Government spending and (X-IM): Exports minus imports, that is, net exports.It measures the total income earned by the factors of production, that is, labour and capital within the domestic boundaries of a country. GDP (as per income method) = GDP at factor cost + Taxes – Subsidies.In India, contributions to GDP are mainly divided into 3 broad sectors – agriculture and allied services, industry and service sector. In India, GDP is measured as market prices and the base year for computation is 2011-12. GDP at market prices = GDP at factor cost + Indirect Taxes – Subsidies. "
130,"Work-life balance, fewer flexible work options pose challenge for women at job front",
131,"Budget proposals to boost affordable housing, infrastructure, industrial growth","MUMBAI: The government’s focus on , infrastructure development along with plans to formulate policies for rental housing, land records digitization, transfer-oriented development for cities with a population of over 30 lakh, and development of industrial parks is expected to provide further boost to the .The robust set of measures proposed in the Union Budget 2024-25 is set to transform the landscape of affordable housing, infrastructure, and urban planning.“The government continues to recognize the growing urbanization and cities as growth hubs. Capital expenditure of Rs 11.11 Lakh crore i.e. 3.4% GDP for infrastructure will propel growth through infrastructure development and enhance connectivity across the country,” said Boman Irani, president, .The government’s decision to support construction of 3 crore additional homes under Pradhan Mantri Awas Yojna (PMAY) with an allocation of Rs 10 lakh crore towards 1 crore homes in urban areas and the potential reinstatement of interest subsidies is expected to support the affordable housing segment.The proposed development of investment-ready industrial parks in or near 100 cities, along with the sanctioning of 12 industrial parks under the National Industrial Corridor Development Programme, is expected to boost , create jobs, and attract investments.The introduction of unique identification numbers for land parcels in rural areas and digitization of urban land records using GIS mapping is expected to bring transparency and streamline land transactions, reducing disputes and fraud.“Innovative initiatives such as the digitization of land records, GIS mapping, and urban housing for the middle class, combined with workforce skilling, are expected to have a profound multiplier effect on the burgeoning real estate sector, currently experiencing double-digit growth,” said Niranjan Hiranandani, chairman, NAREDCO.The government's plan on urban development and land management are expected to have a significant impact on the cities and industrial landscape. The proposals to develop cities, form policies for brownfield redevelopment, and promote transfer-oriented development in large cities will likely lead to more efficient use of land, reduced congestion, and improved infrastructure.Overall, these initiatives aim to create a more organized, efficient, and investment-friendly environment, which will likely lead to improved quality of life in cities, increased industrial growth and employment opportunities, enhanced transparency, and reduced corruption in land transactions along with attraction of domestic and foreign investments. "
132,India calls for concerted effort to reform international financial architecture for debt free Global South,
133,India is taking millions of its people out of extreme poverty now — this will help to reduce global economic inequality: Justin Wolfers," is professor of public policy and economics at the . Speaking to Srijana Mitra Das, he discusses forms of inequality — and their redressal.A. I would outline my work as arbitrage be -tween several fields. Hence, I work at the intersection between macroeconomics and labour economics. I’m also particularly interested in the intersections of economics with other fields — I study family, marriage and divorce, for instance, which have historically been researched in sociology but we can bring economics to this. I’ve studied elections, usually analysed in political science, but economics can play a role here.Similarly, I study issues in criminal law, normally subjects of legal scholarship, but economics can be applied there too. I find topics economists haven’t devoted much attention to and apply economic methods to these.A. The most immediate one encompasses the tremendous disruptions of global warming and trying to transition to a greener economy. These have huge implications over the next couple of decades. Also, too often in developed economies like the United States, when we say we care about inequality, we are thinking about the problems of the middle class. But if you want to raise total human well-being, the real challenges we face are of economic development or empowering those who simply have too little.The optimist in me sees the world’s greatest anti-poverty program being China’s adoption of markets which took millions out of poverty — today, India’s emerging economy is doing something very similar. Figuring out how to adapt economic models to regions which have seen the most suffering is a key challenge.A. In any country, richer people tend to be happier than poorer people. Some decades ago, it was claimed that people in richer countries were not on average happier than people in poorer countries. My partner and I went through all the available data on this and found it to be overwhelmingly the case that richer countries like the US tend to have populations that are happier than poorer countries. Nations with greater economic development seem to foster more happiness as they offer better healthcare systems, more educational opportunities, the rule of law, the absence of hunger, a social welfare net, etc. If poorer countries could adopt these features, it would likely make their populations happier.It was also claimed earlier that as countries get richer, they don’t necessarily grow happier — but our research has found that as nations became more developed, their happiness levels rose. The one exception has been the US where the pie got larger but so did inequality — the resources of a middle-class family thus didn’t grow considerably, which can correspond to why such families didn’t become much happier.A. In my view, economists can often focus too little on good news. That applies to this area as well. It is very difficult to obtain statistics on the distribution of income around the world. But to the extent that we can make educated guesses, it actually appears global income inequality is declining. Many of the world’s very poor were in China — its growth lifted hundreds of millions to better living circumstances. We are now seeing the same happen with India. The biggest low-income nations have moved closer to becoming middle-income — that itself helps to reduce global income inequality. Regarding inequality within countries, consider the US. Here, income inequality grew for four decades — you could put that on Reagan, globalisation, automation, etc. But enormous government assistance was offered during the pandemic — this really served people at the bottom. Inequality fell — and it has continued to decline in the US. Importantly, this progress has not involved bringing the extreme rich down — for the first time in decades, economic growth lifted the wages of lower-income workers and reduced unemployment.A. No. Historically, economists did think there was a trade-off — more equity was seen to come at the expense of efficiency. But that is not the case. Consider greater commitments made to diversity, inclusion and ending racism, sexism or homophobia — this means an employer will now hire more people based on their skills and abilities rather than their demographic characteristics. The outcomes will be fairer and more efficient.Economic studies in fact suggest a big chunk of our growth over recent decades could be attributable to the fact that our economy now welcomes diverse human beings. An economy which insists, for instance, that women stay at home and only men can work is wasting half its population’s abilities — that is a huge misallocation. Fixing this makes an economy both more equitable and more efficient."
134,"Dear Indian economy, here're five questions for you on a curious case and goldilocks","As India positions itself to become the world’s third-largest economy, certain questions remain, particularly given its vast population and complex political landscape. Issues like inflation, consumer sentiment, job creation, and an election-heavy period are at the forefront, demanding attention.Another pressing concern is the repo rate. With the U.S. Federal Reserve cutting rates, all eyes are on the  (RBI) and its upcoming Monetary Policy Committee (MPC) meeting. Will the RBI finally cut rates after maintaining status quo for an extended period?A recent UBS report highlights five critical questions that shed light on India's economic trajectory and stability in the coming years.One of the prominent insights from the UBS report revolves around the  pattern observed in India. The consumption behavior, where the affluent segment (people with annual gross income of over US$10,000) has been outperforming while lower-income groups lag behind, is expected to narrow in FY25.According to UBS, signs of fatigue are emerging in the premium consumption segment, while rural and low-income segments may see a cyclical recovery. Factors like , increased social welfare spending, and state government elections are likely to boost demand in these segments.India has enjoyed a 'goldilocks' phase since FY22, marked by strong growth and manageable macroeconomic risks. However, UBS warns that external factors such as a global slowdown, especially in China, could pose challenges. While India’s  is expected to stabilize at 6.8 per cent in FY25, risks remain skewed to the downside, particularly with global economic uncertainties and China’s excess capacity potentially impacting the domestic market. ""Among emerging markets, we continue to expect India to remain one of the fastest growing major economies in 2024-26E. However, we think India is not immune to external risks including a global growth slowdown and China's excess capacity being offloaded on the domestic market,"" UBS said. The report also highlights a significant shift in  patterns. Since the pandemic, many households have moved away from traditional bank deposits in search of higher returns through investments in property, equities, and small savings schemes. This shift has caused bank credit growth (15 per cent YoY as of August 2024) to outpace deposit growth, raising concerns about the sustainability of the current financial dynamics. ""While UBS's India Bank team expects bank credit growth to soften to 12-13% YoY by end-March 2025E, we think bank deposit rates could stay elevated despite expected policy easing, leading to asymmetric monetary transmission.""As inflation begins to moderate,  are rising, sparking questions about the potential impact on India's capex recovery. UBS now forecasts that the RBI could lower repo rates by 75 basis points in this cycle, with rate cuts possibly starting as early as December 2024. "" That said, the timing of India's rate cut cycle will be dependent on domestic growth-inflation dynamics. In our base case, we expect an easing cycle to start from December policy,"" UBS said.: The final point of concern highlighted by UBS is the fiscal profligacy observed in several Indian states, particularly those heading toward elections. The report notes that states have promised increased welfare spending and stimulus, which could drive fiscal deficits higher. UBS estimates the states’ fiscal deficit will rise by 20 basis points in FY25, potentially affecting the overall capex spending and ."
135,"India Sept business growth at nine-month low as demand eases, PMI shows","Growth in India's business activity slowed to a nine-month low in September amid a slight cooling in demand and an uptick in costs, according to a survey that also showed  rose at the fastest pace in two years. 's flash India Composite Purchasing Managers' Index , compiled by S&P Global, slipped to 59.3 this month from August's final reading of 60.7. However, overall activity remained strong, taking the expansionary streak - the 50-mark separating expansion from contraction - to over three years. ""The flash composite PMI in India rose at a slightly slower pace in September, marking the slowest growth observed in 2024,"" noted Pranjul Bhandari, chief India economist at HSBC. ""Both the manufacturing and service sectors exhibited similar trends during the month. Nevertheless, the pace of growth remained well above the long-term average."" The dominant services industry's index fell to 58.9 this month from 60.9 in August, its lowest since November, while the manufacturing one cooled to an eight-month low of 56.7 from 57.5. Overall growth was hurt by a softer rise in new business and orders - key gauges for demand - for both services and goods providers in domestic as well as overseas markets. The pace of expansion in  was largely unchanged from August. Highlighting softer demand, companies refrained from fully passing on a slight acceleration in input costs to customers as prices charged were muted compared to last month. Firms noted higher raw materials and electricity prices. ""Input cost inflation rose at a slightly quicker pace in September. Rates of increase in output charges slowed in both sectors, with manufacturers experiencing a larger slowdown, implying a bigger reduction in their margins,"" added Bhandari. That is likely to keep the  on edge as uncertainty over the inflation outlook has increased despite registering below its medium-term target of 4.0% for a second month in August. The next policy meeting will be Oct. 7-9. However, firms continued to hire additional staff this month as the business outlook for the coming 12 months was upbeat, driven by expectations of securing new business. The rise in employment in the services sector was the sharpest since August 2022 and manufacturing jobs increased for a seventh consecutive month, albeit at a slightly easier pace than in August."
136,"India, Germany concerned about Ukraine, West Asia conflicts; on side of peace: PM Modi",
